,HMDB_ID,Metabolite,Gene,Database,Evidence
32,HMDB0003638,Cadmium,SLC39A8 / SLC41A1,PMID: 31993307 / RESOLUTE,PMID: 31993307 / RESOLUTE
33,HMDB0004142,Barium,SLC41A2,PMID: 31993307,PMID: 31993307
34,HMDB0002457,Nickel,SLC41A2,PMID: 31993307,PMID: 31993307
35,HMDB0001333,Manganese,SLC11A1 / SLC39A8 / SLC41A2,PMID: 31993307 / RESOLUTE,PMID: 31993307 / RESOLUTE
36,HMDB0000201,Acetyl-L-Carnitine,SLC22A5 / SLC22A8,PMID: 31993307 / RESOLUTE,PMID: 31993307 / RESOLUTE
37,HMDB0000062,L-Carnitine,SLC16A9 / SLC22A16 / SLC22A4 / SLC22A5 / SLC22A8 / SLCO1B1,HMDB / MEBOCOST / PMID: 31993307 / RESOLUTE,HMDB / PMID: 31993307 / RESOLUTE / Recon2
38,HMDB0000588,Sodium,SLC10A1 / SLC10A2 / SLC12A1 / SLC12A2 / SLC12A3 / SLC16A10 / SLC1A5 / SLC22A16 / SLC22A4 / SLC22A5 / SLC22A6 / SLC22A7 / SLC28A3 / SLC29A1 / SLC38A3 / SLC4A10 / SLC4A4 / SLC4A5 / SLC4A7 / SLC4A8 / SLC5A1 / SLC5A3 / SLC5A5 / SLC5A7 / SLC6A2 / SLC6A4 / SLC7A8,HMDB / MEBOCOST / PMID: 31993307 / RESOLUTE,HMDB / PMID: 31993307 / RESOLUTE / Recon2
39,HMDB0000595,Hydrogen carbonate,SLC4A10 / SLC4A4 / SLC4A5 / SLC4A7,HMDB / PMID: 31993307,HMDB / PMID: 31993307
40,Unknown,Eicosanoid,SLCO2A1,PMID: 31993307,PMID: 31993307
41,HMDB0001139 / HMDB0001220,Prostaglandins,SLC22A1 / SLC22A2 / SLC22A7 / SLCO1B1 / SLCO2A1,HMDB / MEBOCOST / PMID: 31993307,HMDB / PMID: 31993307 / Recon2
42,HMDB0001149,5-Aminolevulinic acid,SLC15A2 / TSPO2,MEBOCOST / PMID: 31993307,31989647 / PMID: 31993307
43,Unknown,Dipeptides,SLC15A2 / SLC15A3,PMID: 31993307 / RESOLUTE,PMID: 31993307 / RESOLUTE
44,Unknown,Protons,SLC15A2,PMID: 31993307,PMID: 31993307
45,Unknown,Tripeptides,SLC15A2 / SLC15A3,PMID: 31993307 / RESOLUTE,PMID: 31993307 / RESOLUTE
46,HMDB0000033,Carnosine,SLC15A4,PMID: 31993307,PMID: 31993307
47,HMDB0000042,Acetate,SLC16A1 / SLC16A4 / SLCO2B1,HMDB / PMID: 34511324,HMDB / PMID: 34511324
48,HMDB0000687,L-Leucine,SLC1A5 / SLC3A2 / SLC43A1 / SLC43A2 / SLC43A3 / SLC7A5 / SLC7A8,HMDB / MEBOCOST / PMID: 34511324 / RESOLUTE,31997805; Recon2 / 33953707 / 33953707; 30071532; 30470977 / HMDB / PMID: 34511324 / RESOLUTE / Recon2
49,HMDB0000517,L-Arginine,GPRC6A / SLC36A4 / SLC38A4 / SLC3A1 / SLC6A8 / SLC7A1 / SLC7A2 / SLC7A3 / SLC7A5 / SLC7A8 / SLC7A9,MEBOCOST / PMID: 31993307 / PMID: 34511324 / RESOLUTE,33209975; 17325243; 33639836; 23831616; 22144986; 19067360; Recon2 / PMID: 31993307 / PMID: 34511324 / RESOLUTE / Recon2
50,Unknown,Fatty acid,CD204 / CD36 / CPT1A / FABP4 / FABP5 / MSR1 / SLC27A1,PMID: 34511324,PMID: 34511324
51,HMDB0000684,Kynurenine,SLC36A4 / SLC7A8,PMID: 34511324,PMID: 34511324
52,HMDB0000064,Creatine,SLC16A12 / SLC22A5 / SLC6A8,HMDB / MEBOCOST / PMID: 34511324,23578822 / HMDB / PMID: 34511324
53,HMDB0000112,GABA,SLC6A1 / SLC6A11 / SLC6A12 / SLC6A13 / SLC6A6 / SLC6A8,MEBOCOST / PMID: 34511324,PMID: 34511324 / https://en.wikipedia.org/wiki/GABA_transporter
54,HMDB0000097,Choline,SLC22A1 / SLC22A2 / SLC22A5 / SLC44A1 / SLC44A2 / SLC44A3 / SLC44A4 / SLC5A7,HMDB / MEBOCOST / PMID: 34511324,HMDB / PMID: 34511324 / Recon2
55,Unknown,cGAMP,SLC46A2,PMID: 34511324,PMID: 34511324
56,Unknown,Triiodothyronine,SLC16A2,PMID: 31993307,PMID: 31993307
57,HMDB0000248,Thyroxine,SLC16A2 / SLCO1B1 / SLCO1C1,HMDB / MEBOCOST / PMID: 31993307,HMDB / PMID: 31993307 / Recon2
58,HMDB0000159,L-Phenylalanine,SLC16A10 / SLC43A1 / SLC43A2 / SLC43A3 / SLC7A5 / SLC7A8,HMDB / MEBOCOST / PMID: 31993307 / RESOLUTE,32377929 / HMDB / PMID: 31993307 / RESOLUTE / Recon2
59,HMDB0000158,L-Tyrosine,SLC16A10 / SLC16A2 / SLC43A3 / SLC7A5,HMDB / MEBOCOST / PMID: 31993307 / RESOLUTE,32377929 / HMDB / PMID: 31993307 / RESOLUTE / Recon2
60,HMDB0000929,L-Tryptophan,SLC16A10 / SLC16A2 / SLC36A4,HMDB / MEBOCOST / PMID: 31993307,HMDB / PMID: 31993307 / Recon2
61,Unknown,beta-D-hydroxybutyrate,SLC16A6,PMID: 31993307,PMID: 31993307
62,HMDB0006247,25-Hydroxycholesterol,ABCA1,MEBOCOST,16611739
63,HMDB0000030,Biotin,SLC5A6,MEBOCOST,27084392
64,HMDB0000067,Cholesterol,ABCB1 / ABCG2 / CD36,HMDB / MEBOCOST,21763723; 32531545; 16133421; 10383407; 23247049; 15949682; 12145296; 28928671; 29883404; 34584385; 19718657; 29593722; 25174330; 27890613; 32684173; 18311054; 24371122; 21262584; 16959872; 20338238; 25250848; 23099443; 15168018; 16299001; 26828064; 19147991; 10946357; 23880196; 19016618; 23422832; 21474828; 28122883; 30702457; 21272192; 15136056; 18331615; 17464999; 32058595; 18276752; 31988148; 34603769; 17291449; 20170635; 16503643; 10713080; 10625497; 21674150; 26153221; 12488595; 24733016; 29533793; 12547883; 26582580; 31967154; 28634191; 20112301; 19937569; 21181286; 20360851; 33457418; 21217164; 16123174; 24515116; 18402819; 19028791; 27323079; 18305138; 33211179; 21034810; 11718687; 24162852; 18772361; 32308181; 25703059; 22858201; 28555086; 26759003; 28965954; 16517147; 32982800; 15345670; 19436068; 26832365; 21190831; 25855981; 32952497; 19074161 / HMDB
65,HMDB0000073,Dopamine,SLC22A1 / SLC22A2 / SLC22A3 / SLC22A5 / SLC6A3,HMDB / MEBOCOST,30967134; 12707943; 27217152; 28924877; 17466074 / HMDB / Recon2
66,HMDB0001311,D-Lactate,SLC16A1 / SLC16A3 / SLC16A7,HMDB / MEBOCOST,32144120; 22428047 / HMDB
67,HMDB0001429,Phosphate,ATP7A / ATP7B / SLC17A4 / SLC20A1 / SLC20A2,HMDB / MEBOCOST / RESOLUTE,30721528 / HMDB / RESOLUTE
68,HMDB0000259,Serotonin,SLC22A1 / SLC22A2 / SLC6A4,HMDB / MEBOCOST,33868590; 31342534; 16251523; 25012842 / HMDB / Recon2
69,HMDB0000235,Thiamine,SLC19A1 / SLC19A2 / SLC19A3,MEBOCOST,28284395 / 28284395; 32498429
70,HMDB0000108,Ethanol,CHRNA5 / SLC29A1,HMDB / MEBOCOST,29944862 / HMDB
71,HMDB0000121,Folic acid,ABCC11 / ABCC3 / ABCC4 / ABCG2 / FOLR1 / FOLR2 / SLC19A1 / SLC22A6 / SLC25A32 / SLC46A1,HMDB / MEBOCOST,28284395 / 32581311; Recon2 / HMDB
72,HMDB0003178,Heme,FLVCR1 / LRP1 / SLC46A1 / TRPV6,MEBOCOST / RESOLUTE,27142151 / RESOLUTE / Recon2
73,HMDB0001358,Retinal,STRA6,MEBOCOST,27830500
74,HMDB0000244,Riboflavin,SLC22A6 / SLC52A1 / SLC52A2 / SLC52A3,HMDB / MEBOCOST / RESOLUTE,30446350; 29122468 / 31500345; 22864630 / HMDB / RESOLUTE
75,HMDB0000305,Vitamin A,RBP1 / RBP2 / RBP4 / STRA6,MEBOCOST,21782034; 19112531; 25481334; 22665496; 27830501; 32597569; 21704730; 23591992; 26729422; 31956331; 26373900; Recon2 / Recon2
76,HMDB0001256,Spermine,SLC22A1 / SLC22A4,MEBOCOST,HMDB / HMDB; Recon2
77,HMDB0001414,Putrescine,SLC22A4,MEBOCOST,HMDB
78,HMDB0000254,Succinic acid,SLC13A5,MEBOCOST,31882442
79,HMDB0000094,Citric acid,SLC13A5 / SLCO2B1,HMDB / MEBOCOST,33597751 / HMDB
80,HMDB0000134,Fumaric acid,SLC13A5,MEBOCOST,31882442
81,HMDB0000156,Malic acid,SLC13A5 / SLC1A3,MEBOCOST,31882442 / https://en.wikipedia.org/wiki/Excitatory_amino_acid_transporter_1
82,HMDB0000883,L-Valine,SLC16A10 / SLC43A1 / SLC43A2,HMDB / MEBOCOST,31997805; Recon2 / HMDB / Recon2
83,HMDB0000172,L-Isoleucine,SLC16A10 / SLC43A1 / SLC43A2,HMDB / MEBOCOST,31997805; Recon2 / HMDB / Recon2
84,HMDB0000034,Adenine,SLC28A3 / SLC29A2 / SLC29A3 / SLC35F5,MEBOCOST,33972798 / Recon2
85,HMDB0000182,L-Lysine,SLC38A4 / SLC3A1 / SLC7A1 / SLC7A2 / SLC7A3 / SLC7A9,MEBOCOST / RESOLUTE,RESOLUTE / Recon2
86,HMDB0000214,L-Ornithine,SLC3A1 / SLC7A1 / SLC7A2 / SLC7A3 / SLC7A9,MEBOCOST / RESOLUTE,RESOLUTE / Recon2
87,HMDB0001043,Arachidonic acid,SLC27A1 / SLC27A5 / SLC27A6 / SLCO2A1,HMDB / MEBOCOST / RESOLUTE,HMDB / RESOLUTE / Recon2
88,HMDB0001264,Dehydroascorbic acid,SLC2A1 / SLC2A3 / SLC2A4,MEBOCOST,Recon2
89,HMDB0000050,Adenosine,SLC29A1 / SLC29A2,MEBOCOST,Recon2
90,HMDB0000216,Norepinephrine,SLC22A1 / SLC22A2 / SLC22A3 / SLC22A5 / SLC6A2,HMDB / MEBOCOST,HMDB / Recon2
91,HMDB0000660,D-Fructose,SLC2A11 / SLC2A2 / SLC2A5 / SLC2A7 / SLC2A8 / SLC5A10 / SLC5A9,MEBOCOST / RESOLUTE,RESOLUTE / Recon2
92,HMDB0000296,Uridine,SLC29A1 / SLC29A2,MEBOCOST,Recon2
93,HMDB0000220,Palmitic acid,SLC27A1 / SLC27A5,HMDB / MEBOCOST,HMDB / Recon2
94,HMDB0000195,Inosine,SLC29A1 / SLC29A2,MEBOCOST,Recon2
95,HMDB0000089,Cytidine,SLC29A1 / SLC29A2,MEBOCOST,Recon2
96,HMDB0000207,Oleic acid,SLC27A5,MEBOCOST,Recon2
97,HMDB0000870,Histamine,SLC22A2 / SLC22A3 / SLC22A5,MEBOCOST,Recon2
98,HMDB0000265,Liothyronine,SLC16A2,MEBOCOST,Recon2
99,HMDB0003550,Calcidiol,CUBN / GC / LRP2,MEBOCOST,Recon2
100,HMDB0000181,L-Dopa,SLC15A1 / SLC16A10,HMDB / MEBOCOST,HMDB / Recon2
101,HMDB0001396,5-Methyltetrahydrofolic acid,FOLR1,MEBOCOST,Recon2
102,HMDB0000895,Acetylcholine,SLC22A1,MEBOCOST,Recon2
103,HMDB0000012,Deoxyuridine,SLC29A2,MEBOCOST,Recon2
104,HMDB0000133,Guanosine,SLC29A1 / SLC29A2,MEBOCOST,Recon2
105,HMDB0000157,Hypoxanthine,SLC29A2,MEBOCOST,Recon2
106,HMDB0000273,Thymidine,SLC22A1 / SLC28A3 / SLC29A1 / SLC29A2,HMDB / MEBOCOST,HMDB / Recon2
107,HMDB0000673,Linoleic acid,SLC27A5,MEBOCOST,Recon2
108,HMDB0000300,Uracil,SLC29A2,MEBOCOST,Recon2
109,HMDB0000101,Deoxyadenosine,SLC29A2,MEBOCOST,Recon2
110,HMDB0000085,Deoxyguanosine,SLC29A2,MEBOCOST,Recon2
111,HMDB0000163,D-Maltose,SLC2A3,MEBOCOST,Recon2
112,HMDB0000876,Vitamin D3,CD36 / GOT2,MEBOCOST,Recon2
113,HMDB0000294,Urea,SLC14A1 / SLC14A2 / SLC5A1 / SLC5A5,HMDB / MEBOCOST,HMDB / Recon2
114,HMDB0000071,Deoxyinosine,SLC29A2,MEBOCOST,Recon2
115,HMDB0000014,Deoxycytidine,SLC29A2,MEBOCOST,Recon2
116,HMDB0002925,Dihomo-gamma-linolenic acid,SLC27A5,MEBOCOST,Recon2
117,HMDB0000262,Thymine,SLC29A2,MEBOCOST,Recon2
118,HMDB0000806,Myristic acid,SLC27A1 / SLC27A2,HMDB / MEBOCOST,HMDB / Recon2
119,HMDB0000827,Stearic acid,SLC27A1 / SLC27A5,HMDB / MEBOCOST,HMDB / Recon2
120,HMDB0003073,gamma-Linolenic acid,SLC27A5,MEBOCOST,Recon2
121,HMDB0001388,alpha-Linolenic acid,SLC27A5,MEBOCOST,Recon2
122,HMDB0000132,Guanine,SLC29A2,MEBOCOST,Recon2
123,HMDB0001178,Adenosine diphosphate ribose,CD38,MEBOCOST,Recon2
124,HMDB0000043,Betaine,SLC6A12,MEBOCOST,32213983
125,HMDB0000586,Potassium,ABCC8,MEBOCOST,https://en.wikipedia.org/wiki/ABCC8; 23226049; 24399968; 22050960; 24700710
126,HMDB0000719,L-Homoserine,SLC43A1,MEBOCOST,Recon2
127,HMDB0000492,Chloride ion,SLC12A1 / SLC12A2 / SLC12A4 / SLC12A5 / SLC12A6 / SLC12A7 / SLC17A1 / SLC4A10 / SLC5A7,HMDB / MEBOCOST,HMDB / Recon2
128,HMDB0003229,Palmitoleic acid,SLC27A2,MEBOCOST,Recon2
129,HMDB0012238,Iodide,SLC5A8,MEBOCOST,Recon2
130,HMDB0002003,Tetracosanoic acid,SLC27A2,MEBOCOST,Recon2
131,HMDB0001893,alpha-Tocopherol,NPC1L1 / SCARB1,MEBOCOST,Recon2
132,HMDB0000573,Elaidic acid,SLC27A2,MEBOCOST,Recon2
133,HMDB0002086,Adenosylcobalamin,AMN / CUBN,MEBOCOST,Recon2
134,HMDB0000630,Cytosine,SLC29A2,MEBOCOST,Recon2
135,HMDB0006543,Debrisoquine,SLC22A2,MEBOCOST,Recon2
136,HMDB0011733,Glycyl-glycine,SLC15A1,MEBOCOST,Recon2
137,HMDB0000019,alpha-Ketoisovaleric acid,SLC16A1 / SLC16A3 / SLC16A7,HMDB,HMDB
138,HMDB0000036,Taurocholic acid,ABCB1 / ABCB11 / ABCC1 / ABCC11 / ABCC2 / ABCC3 / ABCC4 / ABCG2 / SLC10A1 / SLC10A2 / SLC16A1 / SLC22A1 / SLC22A6 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO1C1 / SLCO2B1 / SLCO3A1 / SLCO4A1,HMDB,HMDB
139,HMDB0000054,Bilirubin,ABCC2 / SLCO1B1,HMDB,HMDB
140,HMDB0000056,beta-Alanine,SLC16A10,HMDB,HMDB
141,HMDB0000058,Cyclic AMP,ABCC11 / ABCC4 / ABCC5 / SLC22A6 / SLC22A7 / SLC4A7 / SLCO4C1,HMDB,HMDB
142,HMDB0000063,Cortisol,ABCB1 / ABCG2 / SLCO1A2,HMDB,HMDB
143,HMDB0000077,Dehydroepiandrosterone,SLC22A7 / SLCO1B1 / SLCO1B3,HMDB,HMDB
144,HMDB0000125,Glutathione,ABCC1 / ABCC2 / ABCC3 / ABCC4 / ABCC5,HMDB,HMDB
145,HMDB0000131,Glycerol,ABCB1,HMDB,HMDB
146,HMDB0000145,Estrone,SLC22A7 / SLCO1B1,HMDB,HMDB
147,HMDB0000151,Estradiol,ABCB1 / ABCG2 / SLC22A1 / SLC22A11 / SLC22A2 / SLC22A3 / SLCO1A2 / SLCO1B1 / SLCO2B1,HMDB,HMDB
148,HMDB0000153,Estriol,ABCB1 / SLCO1A2,HMDB,HMDB
149,HMDB0000234,Testosterone,ABCB1 / ABCG2 / SLC10A1 / SLC22A1 / SLC22A3 / SLC22A4 / SLC22A7 / SLCO1A2,HMDB,HMDB
150,HMDB0000308,3b-Hydroxy-5-cholenoic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
151,HMDB0000326,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
152,HMDB0000359,"3alpha,7alpha-Dihydroxycoprostanic acid",ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
153,HMDB0000464,Calcium,CUBN / SLC22A6,HMDB,HMDB
154,HMDB0000482,Caprylic acid,SLC22A11 / SLC22A6,HMDB,HMDB
155,HMDB0000518,Chenodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
156,HMDB0000538,Adenosine triphosphate,ATP7A / ATP7B / TAP1,HMDB,HMDB
157,HMDB0000601,Coprocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
158,HMDB0000619,Cholic acid,ABCB1 / ABCB11 / ABCC1 / ABCC2 / ABCC3 / ABCC4 / SLC10A1 / SLC10A2 / SLC22A7 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
159,HMDB0000626,Deoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
160,HMDB0000686,Isoursodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
161,HMDB0000733,Hyodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
162,HMDB0000761,Lithocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
163,HMDB0000826,Pentadecanoic acid,SLC27A1,HMDB,HMDB
164,HMDB0000907,Sulfolithocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
165,HMDB0000917,Ursocholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
166,HMDB0000946,Ursodeoxycholic acid,ABCB11 / ABCC3 / SLC10A1 / SLC10A2 / SLCO1A2 / SLCO1B1 / SLCO1B3 / SLCO4A1,HMDB,HMDB
167,HMDB0001198,Leukotriene C4,ABCC1,HMDB,HMDB
168,HMDB0001341,ADP,ATP7A / ATP7B / SLC17A3,HMDB / RESOLUTE,HMDB / RESOLUTE
169,HMDB0001425,Estrone sulfate,SLC22A7 / SLCO1B1 / SLCO1C1 / SLCO4A1,HMDB,HMDB
170,HMDB0001562,Folinic acid,ABCC2 / ABCC3 / ABCC4,HMDB,HMDB
171,HMDB0001830,Progesterone,ABCB1 / ABCB11 / ABCC1 / SLC10A1 / SLC22A1 / SLC22A2 / SLC22A3,HMDB,HMDB
172,HMDB0001852,all-trans-Retinoic acid,CRABP1 / CRABP2,HMDB,HMDB
173,HMDB0001917,Digoxin,SLCO1B1 / SLCO4C1,HMDB,HMDB
